Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2021-10-01","2,840","29,608","13.76","101","582","358","48","96","1,991"
"2021-10-02","2,794","32,373","15.65","107","602","259","63","110","1,895"
"2021-10-03","2,421","24,311","10.64","56","701","326","41","62","1,531"
"2021-10-04","2,236","20,000","8.39","50","645","225","53","65","1,280"
"2021-10-05","2,625","30,882","14.17","93","717","228","61","128","1,732"
"2021-10-06","2,461","26,533","11.17","53","694","318","35","74","1,531"
"2021-10-07","3,067","40,348","18.82","151","507","256","118","157","2,273"
"2021-10-08","2,632","25,873","10.84","58","563","372","51","70","1,798"
"2021-10-09","2,635","31,813","14.35","83","999","259","74","108","1,762"
"2021-10-10","2,968","37,164","17.34","131","356","239","84","152","2,144"
"2021-10-11","2,043","15,753","6.33","31","577","260","45","18","1,070"
"2021-10-12","2,974","36,510","17.15","102","633","296","67","154","2,161"
"2021-10-13","2,868","34,191","15.85","112","767","242","96","140","2,008"
"2021-10-14","2,694","34,138","16.27","104","589","183","77","153","1,804"
"2021-10-15","2,730","35,013","17.1","87","664","235","62","130","1,853"
"2021-10-16","2,157","16,745","6.68","31","677","335","44","22","1,252"
"2021-10-17","2,453","20,488","9.26","68","606","412","22","43","1,600"
"2021-10-18","2,519","25,936","11.06","79","619","292","77","79","1,641"
"2021-10-19","2,195","19,716","8.02","79","733","181","62","65","1,178"
"2021-10-20","2,413","23,835","11.78","87","1,146","142","39","113","1,406"
"2021-10-21","2,554","24,667","9.84","81","676","299","84","80","1,689"
"2021-10-22","2,696","32,523","15.63","98","670","198","71","132","1,782"
"2021-10-23","2,609","22,438","10.48","46","541","406","40","64","1,781"
"2021-10-24","2,108","17,865","7.79","41","705","277","25","35","1,149"
"2021-10-25","2,406","27,572","13.62","89","735","188","36","106","1,438"
"2021-10-26","2,252","19,793","8.35","50","686","254","46","58","1,278"
"2021-10-27","2,343","22,592","9.14","69","713","268","78","59","1,448"
"2021-10-28","2,911","41,502","19.97","134","623","259","76","168","2,094"
"2021-10-29","2,136","19,433","8.31","48","764","279","27","37","1,187"
"2021-10-30","2,920","35,199","17.31","101","445","263","66","137","2,064"
"2021-10-31","3,089","39,447","18.67","126","626","347","72","146","2,320"

Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2021-10-31 4:09AM","2021-10-31 8:18AM","226","23","15","249","45","110","71"
"2021-10-29 10:33PM","2021-10-30 7:22AM","457","72","34","529","116","255","86"
"2021-10-29 12:58AM","2021-10-29 6:31AM","289","44","19","333","57","171","61"
"2021-10-28 1:38AM","2021-10-28 6:53AM","290","24","19","314","75","156","59"
"2021-10-27 1:46AM","2021-10-27 7:08AM","284","38","22","322","84","138","62"
"2021-10-26 1:03AM","2021-10-26 7:39AM","341","55","27","396","46","223","72"
"2021-10-25 12:45AM","2021-10-25 7:01AM","332","43","30","375","52","195","85"
"2021-10-24 12:35AM","2021-10-24 7:13AM","347","51","31","398","66","224","57"
"2021-10-23 12:40AM","2021-10-23 7:09AM","347","42","26","389","29","270","48"
"2021-10-22 1:36AM","2021-10-22 7:45AM","312","57","29","369","43","214","55"
"2021-10-21 1:53AM","2021-10-21 6:54AM","259","42","21","301","44","158","57"
"2021-10-19 12:34AM","2021-10-19 7:13AM","339","60","28","399","8","292","39"
"2021-10-18 1:28AM","2021-10-18 7:41AM","291","82","21","373","20","204","67"
"2021-10-17 1:16AM","2021-10-17 7:13AM","328","29","15","357","115","166","47"
"2021-10-16 12:31AM","2021-10-16 6:33AM","306","56","27","362","18","202","86"
"2021-10-15 12:54AM","2021-10-15 6:43AM","310","39","29","349","93","141","76"
"2021-10-14 12:18AM","2021-10-14 7:36AM","361","77","38","438","61","222","78"
"2021-10-13 2:53AM","2021-10-13 6:08AM","158","37","15","195","26","87","45"
"2021-10-12 2:16AM","2021-10-12 7:06AM","251","39","27","290","47","153","51"
"2021-10-10 10:16PM","2021-10-11 7:16AM","478","62","36","540","70","321","87"
"2021-10-09 10:43PM","2021-10-10 8:53AM","529","80","34","609","122","356","51"
"2021-10-08 12:02AM","2021-10-08 6:26AM","338","46","31","384","83","191","64"
"2021-10-07 12:01AM","2021-10-07 6:43AM","352","50","26","402","103","165","84"
"2021-10-06 1:47AM","2021-10-06 7:06AM","277","42","19","319","35","172","70"
"2021-10-05 1:07AM","2021-10-05 6:13AM","275","31","19","306","53","176","46"
"2021-10-04 12:34AM","2021-10-04 8:07AM","380","72","34","452","54","227","99"
"2021-10-03 3:38AM","2021-10-03 8:48AM","258","52","28","310","51","162","45"
"2021-10-02 12:18AM","2021-10-02 7:04AM","350","56","36","406","80","157","113"
"2021-10-01 1:21AM","2021-10-01 7:17AM","302","54","23","356","54","183","65"

